post_timestamp,post_title,post_content
2024-11-23 15:18:33,대밀턴 ㅋㅋㅋ,캬
2024-11-23 15:18:34,체황 저우한테도 지노ㅋㅋㅋㅋㅋ,"ㅋㅋㅋ
- dc official App"
2024-11-23 15:18:33,대물탕 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:18:38,메르 시발 ㅋㅋㅋㅋㅋㅋ 뭐노,ㄷㄷㄷ
2024-11-23 15:18:40,올해 알던 메르가 아닌데 ㅋㅋㅋㅋ,
2024-11-23 15:18:42,메르 미쳤노 그냥 ㅋㅋㅋㅋ,ㅅㅂ ㅋㅋㅋㅋㅋ
2024-11-23 15:18:43,대황메르 원투 ㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:18:43,올퍼플 ㄲㅂ,
2024-11-23 15:18:43,메르듀오 이궈궈던,ㄹㅇ
2024-11-23 15:18:43,대 메 르,- dc official App
2024-11-23 15:18:44,메르 미쳤나 ㅋㅋㅋ,
2024-11-23 15:18:46,레전드 ㅌㅌㅌㅌㅌㅋ,
2024-11-23 15:18:50,메르 원투 ㅁㅊ,ㄷ
2024-11-23 15:18:53,메르 치매걸렸나 왜 빠름ㅋㅋ,
2024-11-23 15:18:54,실버에로우 섹스ㅋㅋㅋ,캬
2024-11-23 15:18:54,대메르,잘한다
2024-11-23 15:18:55,메르의 기상ㄷㄷㄷ,ㄷㄷㄷ
2024-11-23 15:18:57,오 콜라,굿
2024-11-23 15:18:57,32초 보겠네,개빠르네
2024-11-23 15:18:58,메르 지리네ㅋㅋㅋㅋㅋㅋ,"다들 준비 ㅈㄴ 해왓다
- dc official App"
2024-11-23 15:18:58,도련놈 나왔네,오
2024-11-23 15:18:59,어어 체황,
2024-11-23 15:19:03,체코 쭉쭉 떨어진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:05,메르 개같이 부활 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,21이전 메르 복귀 ㄷㄷ
2024-11-23 15:19:07,병신 드가자,
2024-11-23 15:19:07,페레스와 저우관위의 휠투휠이 이뤄집니다!,"14번 코너에서 추월을 시도하는 페레스! 하지만 추월에 실패합니다.
세르히오 페레스! 18위로 경기를 마무리합니다."
2024-11-23 15:19:08,슨트롤 나왔네????,어떻게했냐
2024-11-23 15:19:09,체코 비상!!!,
2024-11-23 15:19:12,체코 사망ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:13,오늘도 외쳐본다,"병!
신!
Q1 탈락!"
2024-11-23 15:19:13,스트롤 똥꼬쇼 시발 ㅋㅋㅋㅋㅋ,
2024-11-23 15:19:14,병신 탈락 ㅋㅋㅋㅋㅋㅋㄱㅋ,
2024-11-23 15:19:14,대노다 래츠고 ㅋㅋ,
2024-11-23 15:19:14,체코 Q1딱 확정 씨발 ㅋㅋㅋㅋ,
2024-11-23 15:19:15,역시 병신은 체황 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:19:15,스트롤 언제 나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:16,체코사망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:19:16,체코 사망ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:16,스트롤 존나 짠하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:16,체코의 Q1딱ㅋㅋㅋ,캬캬캬
2024-11-23 15:19:17,대 병 신,
2024-11-23 15:19:17,체황 따운!!ㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋ,- dc official App
2024-11-23 15:19:18,병신 q1딱ㅋㅋㅋㅋ,ㅋㅋ
2024-11-23 15:19:21,메르세데스의 주말 ㅋㅋㅋㅋ,미친놈들 빠르네
2024-11-23 15:19:21,체황 사망ㅋㅋㅋㅋㅋ,"ㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:19:22,Q1딱 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:19:22,알바오 사망ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:23,병신 ㅋㅋㅋㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:19:24,체코 시발ㅋㅋㅋㅋㅋ,따따따따따잇
2024-11-23 15:19:24,체호ㅏㅇ ㅋㅋ,
2024-11-23 15:19:24,체평 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:25,병신 Q1딱,"ㅋㅋㅋㅋㅋㅋ
ㅅㅂ"
2024-11-23 15:19:26,병신 사망 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:19:27,체코 따운!!!!ㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:27,병신 q1딱 ㅅㅂ ㅋㅋㅋㅋ,ㅋㅋㅌ
2024-11-23 15:19:27,똠 Q1딱 ㅋㅋㅋㅋㅋㅋㅋ,병신
2024-11-23 15:19:28,편밑체 ㅅㅂ ㅋㅋㅋㅋ,진짜 병신이노
2024-11-23 15:19:29,병신은 영원하다 ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:19:30,이제 포기 좀 해라 까브롱,ㄹㅇ
2024-11-23 15:19:29,진짜 개병신 Q1딱 ㅅㅂ,대단하다
2024-11-23 15:19:31,개병신 씨발 또 q1딱ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:34,오 시바 도련놈 달린다,웜엄 없이 한 방에 Q2 가냐?
2024-11-23 15:19:34,포기해 개자식아!!!,!!
2024-11-23 15:19:34,병신과 머저리 컷 !!,
2024-11-23 15:19:36,병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:39,저우가 살고 보타스가 죽는 퀄리..?,"이거 뭔가 잇다ㄷㄷ
- dc official App"
2024-11-23 15:19:42,웜업안한 스트롤 vs 할거다한 병신,누구승리??
2024-11-23 15:19:43,쟤왜쓰는거임?,ㄹㅇ
2024-11-23 15:19:44,F1 정상화는 역시 대체황 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:45,개좆병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:46,관우 q2,- dc official App
2024-11-23 15:19:47,■ 어 형이야.,
2024-11-23 15:19:48,"""감독님 살려주세요""",제가 잘할게요 제발
2024-11-23 15:19:49,스트롤 이걸 달리긴 하네 ㅋㅋㅋ,
2024-11-23 15:19:50,병신 사망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:19:52,페레즈 이래도 안짜르냐 ㅋㅋㅋㅋ,
2024-11-23 15:19:52,개추하러옴,ㅇㅇ
2024-11-23 15:19:52,저우가 Q2에 갔는데 ㅋㅋㅋㅋㅋ,
2024-11-23 15:19:55,관우 생존 ㅊㅊㅊㅊ,
2024-11-23 15:19:57,도련놈이왜살아돌아와?????,ㅡㅡㅡ
2024-11-23 15:19:58,20위. ㅋㅋㅋㅋㅋㅋ,다시 들어가라
2024-11-23 15:19:59,체황 q1딱ㅋㅋㅋㅋ,
2024-11-23 15:20:01,저우 생존???,와
2024-11-23 15:20:01,엥 자우버가 q2에?,ㄷㄷ
2024-11-23 15:20:01,체코 이 미친새끼.,좀나가!!!!!
2024-11-23 15:20:00,웜업없이 체코랑 0.3초차 ㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:20:02,애마 쌍으로 q1ㅈ닥 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:20:02,대관우 ㅋㅋㅋㅋㅋ,
2024-11-23 15:20:04,자밑레 ㅅㅂㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:20:04,짱깨 Q2 ㅊㅊ,
2024-11-23 15:20:06,올림픽 정신ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,참가에 의의를 ㅋㅋ
2024-11-23 15:20:07,스트롤 박스깜?,- dc official App
2024-11-23 15:20:07,저우q2 뭐야 ㅋㅋㅋㅋ,
2024-11-23 15:20:08,대저우 p14,F1 정상화는 저우
2024-11-23 15:20:08,짱깨 Q2 어케갔노 ㄹㅇ,- dc official App
2024-11-23 15:20:09,병신 ㅋㅋㅋㅋㅋㅋq1딱은 ㅅㅂ ㅋㅋㅋ,
2024-11-23 15:20:10,체코 사망 ㅋㅋㅋㅋ,
2024-11-23 15:20:14,이제 보내주자 체코는,하
2024-11-23 15:20:16,관우 뭔일이고 ㅋㅋㅋ,- dc official App
2024-11-23 15:20:16,쩌우 Q2 진출,"얼마만이냐 시발
- dc official App"
2024-11-23 15:20:18,저우 폴 함 주라,"ㅅㅂ 한번만 줘
- dc official App"
2024-11-23 15:20:20,체코 실화냐,진따 레전드네
2024-11-23 15:20:21,병신ㅋㅋㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:20:22,자우버가 퇴근을 안하는대,체황은 퇴근 조져버리시네
2024-11-23 15:20:26,체황 진짜 왜안짤림?,"개좆뱡신인데
- dc official App"
2024-11-23 15:20:27,아니 국왕님은 뭐야,헐
2024-11-23 15:20:27,대콜라 ㅋㅋㅋ,ㅋㅋㅋㅋㅋ
2024-11-23 15:20:28,체코 이쯤되면 즐기고 있는거 아닐까,이래도 안 짤라? 이래도 안 짤라? 이래도 안 짤라?
2024-11-23 15:20:28,저밑체ㅋㅋㅋㅋㅋ,
2024-11-23 15:20:29,짱우관유 페라리 리저브 들어가려고 각성했노 ㅋㅋ,ㅋㅋㅋ
2024-11-23 15:20:28,저밑체 ㅋㅋㅋㅋㅋㅋㅋㅋ,병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:20:33,이래도 안짤라???,독하다 독해
2024-11-23 15:20:34,' P E R ',ㅋㅋㅋㅋㅋ
2024-11-23 15:20:34,자우버>>>애마 ㅋㅋㅋㅋㅋㅋㅋㅋ,중 화 대 인
2024-11-23 15:20:36,응 어쩌라고.,쫓아내봐 병신아 ㅋㅋ
2024-11-23 15:20:38,짐싸던 저우 엔지니어 화들짝,
2024-11-23 15:20:41,도련놈 웜업도 안 하고 저정도면 준수하네 ㅋㅋㅋㅋㅋ,저러고도 국왕이랑 0.2초정도밖에 차이 안 나니
2024-11-23 15:20:43,q2저우는 얼마만이냐,북딱스는 뭐...
2024-11-23 15:20:44,저우관유 드디어 진심모드 ㄷㄷㄷㄷㄷㄷㄷㄷ,힘숨찐 종료 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
2024-11-23 15:20:46,저밑체 로밑체 ㅋㅋㅋㅋㅋㅋㅋㅋ,Zㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:20:50,"""뭐 어쩌라고""",내 스폰서들이 3천만 달러 꽂아줄 건데 불만있어?
2024-11-23 15:20:50,저밑체는 ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:20:51,레드불 컨챔은 사실상 끝이네,체코때문에 ㅋㅋ
2024-11-23 15:20:53,몽골은 뭐 수제작으로 했다며,체코는 또 왜저러는데
2024-11-23 15:20:55,리암로슨 레드불 세컨드라이버(진) 생존 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:20:57,저우보다 느리고 웜업없이달린 도련놈보다 0.3초빠른 체코,Q1사망ㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:20:58,안짤리는것도 신기하다,변명은 ㅅㅂㅋㅋ
2024-11-23 15:20:58,저우는 진짜 일부러 안달렸나,마지막되니까 좀 해보는거같은데
2024-11-23 15:20:59,진짜 팀메 반이라도 따라가봐 ㅅㅂ,제발
2024-11-23 15:21:01,속보) 자우버 간만에 토요일 연장근무 ㅋㅋ,
2024-11-23 15:21:01,‼+시발 내꺼 윙을 몽골보다 덜 잘랐다니깐‼+,내가 탈락할리 없잖아
2024-11-23 15:21:05,애마 장애인임?,존나멍청한새끼들
2024-11-23 15:21:07,저 체코병신새끼는 직빨서킷에서도 저지랄을 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:07,채코 저새끼 입스같은거 걸림??,"진짜 병신인데
- dc official App"
2024-11-23 15:21:08,가끔 체코 자리에 rb 놈들 와도 체코 보다 잘할 보장 없다는 사람있는데,지금도 그렇게 생각하시나요
2024-11-23 15:21:13,스피어 시발ㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:21:16,이쯤되면 차빨 받은건 막가놈이 아니라 체-황 아님?,"같은 차로 같이 달려서 23시즌 1,2등 했고…
24시즌 같은 차로 달리는데 막가놈은 1등이고 체황은 씨발임
진짜 차빨 받은건 체황 아니냐? ㅋㅋㅋ"
2024-11-23 15:21:17,젠장 체코 이 드라이빙은 뭐냐!!,내 대가리가 뜨거워지고 있잖아
2024-11-23 15:21:19,스피어 조롱 ㅅㅂㅋㅎㅋㅎㅋㅎㅋㅋ,- dc official App
2024-11-23 15:21:20,스피어 농락 ㅋㅋㅋㅋ,
2024-11-23 15:21:20,스피어 인성 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:21:20,스피어 시발ㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:21,스피어 멕이냐ㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:21:21,공개처형 ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ
2024-11-23 15:21:21,1위랑 체코가 1초 차이긴 한데,"응 그래도 Q1딱이야
- dc official App"
2024-11-23 15:21:22,관우 ㄷㄷㄷ 번성 공방전 승리,
2024-11-23 15:21:22,스피어 티배깅 ㅋㅋㅋ,- dc official App
2024-11-23 15:21:22,고로시 ㅅㅂㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:23,스피어 티배깅 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:23,스피어마저 정상화 하는 체황ㅋㅋㅋ,
2024-11-23 15:21:23,멕시코 팬들 페레즈 사보타주 썰 믿을만 하노 ㅋㅋㅋ,정상적인 드라이버가 낼 수 있는 퍼포먼스가 아님 ㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:24,스피어 티배깅 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-11-23 15:21:25,체코 공개 고로시 ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:21:25,스피어 체코 고로시 ㅋㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:21:26,체황 언제 방 뺌,ㄹㅇ
2024-11-23 15:21:26,스피어 티배깅ㅋㅋㅋㅋㅋㅋㅋ,"ㅋㅋㅋ
- dc official App"
2024-11-23 15:21:26,저우 연장근무 ㅋㅋㅋㅋ,- dc official App
2024-11-23 15:21:27,ㅋㅋㅋㅋㅋ 체코 스피어도르 수상,"ㅋㅋ
- dc official App"
2024-11-23 15:21:28,없어지는거보니짤린다는의미노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:21:29,ㅋㅋㅋㅋㅋㅋㅋㅋ고로시해버리네,개웃기노
2024-11-23 15:21:31,스피어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:21:32,공식 고로시 ㅋㅋㅋ,
2024-11-23 15:21:34,콜라가 와도 체코보단 잘 탈 듯ㅋㅋㅋ,
2024-11-23 15:21:36,스피어 체코 고로시 ㅋㅋㅋㅋ,개너무하네 ㅋㅋㅋ
2024-11-23 15:21:36,알론소가 못한거야 도련님이 잘한거야,뭐지
2024-11-23 15:21:37,초록색이 문제가 많네,애마 자우버 ㅅㅂ
2024-11-23 15:21:39,고로시 시발아 ㅋㅋㅋ,ㅋㅋ
2024-11-23 15:21:40,페레즈 스피어 능욕 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-11-23 15:21:45,21에서의 짐승은 어디가고 금수새끼가,이제 포기해 개자식아!!!!
2024-11-23 15:21:48,도련놈 한번에 저 기록이면 ㅅㅌㅊ아님?,체코 이 병신새끼
2024-11-23 15:21:51,다음달 대문 스피어 각이다 ㄹㅇ,안하면 주딱 감다뒤
2024-11-23 15:21:51,저거 짤 따줘,ㅇ
2024-11-23 15:21:51,체평 아무리봐도 바쿠에서 p3 p4 피니시 했어야했음,아예 사람이 그냥 가버린거같은데
2024-11-23 15:21:52,스피어 체코 고로시한거 콘나오면 잼쓸듯,- dc official App
2024-11-23 15:21:55,똠 극대노 ㅋㅋㅋㅋㅋ,
2024-11-23 15:21:58,똠은 어디서 나갔길래,
2024-11-23 15:21:58,저새끼 오바이트 하는데요?,
2024-11-23 15:21:58,저우 팀메 이긴거 올해 처음 아니냐,ㅋㅋㅋㅋ
2024-11-23 15:22:00,체코 고로시짤.jpg,
2024-11-23 15:22:00,짱밑체 ㅋㅋㅋㅋㅋ,- dc official App
2024-11-23 15:22:02,으아!!!!,- dc official App
2024-11-23 15:22:03,아 갤 보다가 스피어 못봤다. 뭐였음??,
2024-11-23 15:22:04,역시 대황천조국의 자랑 스피어 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:22:06,ㅇ유오오ㅓㅅ?,
2024-11-23 15:22:09,보타스 눈 촉촉하신데?,- dc official App
2024-11-23 15:22:10,근데 도련놈 왜 마지막에 나옴??,뭔일 있나
2024-11-23 15:22:15,역시 대황천조국의 자랑 스피어 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-11-23 15:22:14,2024 라스베이거스 그랑프리 FP3 텔레메트리 데이터,"https://twitter.com/F1TelemetryData/status/1860194137107988729?t=QdvZE_d-RaTzqHo04-b4ag&s=19
F1 Telemetry Data님(@F1TelemetryData)
? 2024
twitter.com"
2024-11-23 15:22:29,애마는 잤냐?,ㅋㅋㅋ
2024-11-23 15:22:31,국왕님 1년 반 버티기 참 힘드노 ㅋㅋㅋ,
2024-11-23 15:22:37,자우버 조기퇴근 실패ㅋㅋㅋㅋ,"ㅋㅋㅋㅋ
- dc official App"
2024-11-23 15:23:04,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-11-23 15:23:04,리빙팁 ) 짱깨가 체코보다 빠름,- dc official App
2024-11-23 15:23:17,애마는 향상이 없어,병신
2024-11-23 15:23:19,빌리지 손가락 그랑프리,ㅋㅋㅋㅋㅋ
2024-11-23 15:23:24,보타스 vs 저우 차량데이터,"D1 보타스
D2 저우
Align graph endpoint 활성화된거
- dc official App"
2024-11-23 15:23:34,도련님 웜업 못하고 달린거냐 저거,그랫으면 웜업 잇엇음 q2 갓겟는데
2024-11-23 15:23:37,어이 한국 황금 시간대라며?,오늘은 늦게 자게 해줄게
2024-11-23 15:23:43,지금 병신보다 이분이 잘탈거 같으면 개추,
2024-11-23 15:23:43,근데 신기한 게 이제 막 빵 터질 정도로 웃기진 않음,내 뇌가 체코 Q3 진출 실패가 이상한 일이 아니라고 여기기 시작해서 더 웃기긴 함 ㅋㅋㅋㅋㅋ
2024-11-23 15:24:13,???: ㅋㅋㅋㅋㅋ,"""형 개못하잖아 ㅋㅋㅋㅋ""
""야 다시떠""
""응 안돼 ㅋㅋㅋㅋ""
- dc official App"
2024-11-23 15:24:19,❗+❗+❗+체코 Q1 탈락 사유 떴다 ❗+❗+❗+,스트리퍼 보려고 먼저 퇴근했다고 합니다
2024-11-23 15:24:26,하스 쌍으로 ㅋㅋ,
2024-11-23 15:24:32,어디가노 ㅋㅋㅋ,
2024-11-23 15:24:34,아시아 시간대라고 q2 가주는거봐 시발,스윗짱남 ㅠㅠ
2024-11-23 15:24:43,어라이거완전,헉ㅋㅋ
2024-11-23 15:24:53,대따거햄...,q2까지 통과 해다오
2024-11-23 15:25:12,저우 어제 엄마 왔던데 마마 파워냐,- dc official App
2024-11-23 15:25:18,저우관유 q2 진출은 10경기만이네,영국때 q2 진출하고 14위 했던거 같은데
2024-11-23 15:25:23,막스 ㄹㅇ 미친놈인거 같음,그냥 온 세상이 억까하는데 실력으로 q1 3등인 ㅋㅋㅋ
2024-11-23 15:25:51,오늘은 저우가 폴 딴다,나머지는 다 사고로 기록 못냄
2024-11-23 15:26:23,가운데 막스 닮았네,"ㄷㄷ
- dc official App"
2024-11-23 15:26:44,따거햄 Q3 가면 와퍼 단품 하나,글댓합 69 이상
2024-11-23 15:26:57,???: 이번 결과는 우리가 원하던 결과가 아니다,"???: 퀄리파잉 결과는 실망스럽지만, 내일 본 레이스에 모든걸 쏟겠다
(17 위를 하며)"
2024-11-23 15:26:59,저우 영국 이후로 q2 진출,이라함
2024-11-23 15:27:05,피아제 썼던타이어네?,???
2024-11-23 15:27:34,ZHOT 탈출하자,
2024-11-23 15:27:46,이제 알핀 큐2가는건 당연한일이됐네,최근에 폼 좋아보이노 둘다
2024-11-23 15:27:57,??? : 저우관유가 나보다 빨랐다고?,"?????????
아! 킥자우버가 레드불보다 좋은차구나!
뭐병신아 내말이 틀려?
- dc official App"
2024-11-23 15:28:09,퀄리파잉은 몇번까지 함요?,순위 짤라서 계속 하는거같던데
2024-11-23 15:28:20,혹시 타이어는 무제한임?,"무제한으로 계속 주는거야
아니면 레이스마다 타이어 몇개씩 제한이 있는거야?"
2024-11-23 15:29:09,체코 1ㅕㅇ신새끼노,"애미
- dc official App"
2024-11-23 15:29:16,대 헐 크,
2024-11-23 15:29:19,대 헐 크,- dc official App
2024-11-23 15:29:20,대 하 스 ㅋㅋㅋ,
2024-11-23 15:29:24,헐크 1위ㅋㅋㅋ,- dc official App
2024-11-23 15:29:25,헐크 p1ㅋㅋㅋㅋ,
2024-11-23 15:29:26,오늘 자이로캠은 누구임?,"자이로캠이 보는맛잇는데
- dc official App"
2024-11-23 15:29:29,피트에서 드라이버 앞 가리는 판은 뭐임?,"눈 앞에 뭐 가리고있는 판 출발 직전에 올리던데
- dc official App"
2024-11-23 15:29:33,대 물 탕,- dc official App
2024-11-23 15:29:34,스피여 움짤 ㅇㅇㅇgif,ㅇㅇ
2024-11-23 15:29:36,"“어이 한국, 너희 이번주 황금시간대 라지?”","이래도 중국몽 지지 안해?
- dc official App"
2024-11-23 15:29:39,대 밀 톤,- dc official App
2024-11-23 15:29:42,"P1, P1",
2024-11-23 15:29:47,대 헐 크 ㄷㄷㄷㄷ,초디엄가냐
2024-11-23 15:29:48,원투가 물탕 헐크 ㅋㅋㅋㅋ,
2024-11-23 15:29:51,친자호소인 입갤ㅋㅋㅋㅋ,
2024-11-23 15:29:56,체코 고로시하는 스피어,- dc official App
2024-11-23 15:30:00,믹ㄹ혜 ㅋㅋㅋ,
2024-11-23 15:30:13,페라리는 계속 늦게나오네,타이어 데우다 나오나
2024-11-23 15:30:15,내년 레고 큰 사이즈로  나온다는데,무조건 사야지
2024-11-23 15:30:18,똥라리 뭐함,왜핏인?
2024-11-23 15:30:18,믹슈 뭐노 ㅋㅋ,
2024-11-23 15:30:36,믹슈는 내년에는 야예 못보냐,알핀 리저브는 자리없나
2024-11-23 15:30:38,q3 까지 하면 지금 q2에는 힘을 전부 쏟거나 이러진 않겠네요?,적당히 순위에만 들고 q3에 올인하는 이런식인가요
2024-11-23 15:30:40,몽노가 물탕이를 못 넘는데 ㅋㅋㅋㅋ,
2024-11-23 15:30:41,0.001 ㄷㄷㄷ,- dc official App
2024-11-23 15:30:41,0.001 ㅋㅋㅋㅋ,
2024-11-23 15:30:44,0.001초차 ㅋㅋ,ㅋㅋㅋㅋㅋ
2024-11-23 15:30:47,피아 0.001 뭔데,빠르다
2024-11-23 15:30:47,0.001초 차 ㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:30:49,페라리 타이어 온도 때문에 힘든가보네,돌다가 도로 피트로 들어감…
2024-11-23 15:31:11,6노다 ㅋㅋㅋㅋ,
2024-11-23 15:31:20,의외로 페좆보다 빠른거,"""말"""
2024-11-23 15:31:20,와 역대 최고속 기록은 보타스가 갖고있네,"서킷에서 378km/h
ㄷㄷ;;"
2024-11-23 15:31:34,저항이 적은 이야기하는데 왜 대머리 보여줌?,인성이....
2024-11-23 15:31:40,방금 맥아재들 왜 낯익냐,누군진 모름
2024-11-23 15:32:12,노콘은 Q2딱하겠네,에휴
2024-11-23 15:32:46,페라리 옷 입은 리카도인줄,"개닮았노
- dc official App"
2024-11-23 15:33:05,오랜만에 햄막 구도 모드 ㅋㅋㅋㅋ,
2024-11-23 15:33:24,막스 꽤 빠른데,
2024-11-23 15:33:25,몽골 빠르네 ㅋㅋㅋ,ㅋㅋㅋ
2024-11-23 15:33:28,막스 ㅈㄴ 빠르다 ㅋㅋㅋㅋㅋ,ㅁ
2024-11-23 15:33:32,벽애 붙어가네 미친놈 ㅋㅋㅋㅋ,- dc official App
2024-11-23 15:33:41,아니 레드불 좆망이라며 왜 빠름?,또 샌드배깅이엇던거임?
2024-11-23 15:33:52,저런 차를 타고 q1딱한 대체코,ㅋㅋ
2024-11-23 15:33:54,저우 뭐냐?,지각 했는데 왜 아직 있음?
